amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids
402-6927994-3869950	402-6927994-3869950	2025-01-28T13:52:22+00:00	2025-01-28T21:27:50+00:00	Shipped	Amazon	Amazon.ae		Expedited	Crucial ct1000bx500ssd1 1tb bx500 2.5-inch serial ata 3d nand internal solid state drive, black	CT1000BX500SSD1	B07YD579WM	Shipped	1	AED	195.0		3.0					3.0	Dubai			AE	
403-4734232-5117111	403-4734232-5117111	2025-01-28T17:42:04+00:00	2025-01-28T21:14:46+00:00	Shipped	Amazon	Amazon.ae		Expedited	WD 2TB Elements Portable External Hard Drive USB 3.0 for PC - Black - WDBU6Y0020BBK-WESN	WDBU6Y0020BBK-WESN	B06W55K9N6	Shipped	1	AED	239.0		3.0					3.0	Abu Dhabi			AE	
404-3424938-7033946	404-3424938-7033946	2025-01-28T16:28:26+00:00	2025-01-28T21:12:47+00:00	Shipped	Amazon	Amazon.ae		Expedited	Sandisk 1Tb Extreme Pro Portable Ssd - Up To 2000Mb/S - Usb-C, Usb 3.2 Gen 2X2 - External Solid State Drive - Sdssde81-1T00-G25	SDSSDE81-1T00-G25	B08GV9M64L	Shipped	1	AED	445.0		1.5					1.5	أبوظبي			AE	
403-2603868-1906707	403-2603868-1906707	2025-01-28T19:13:43+00:00	2025-01-28T21:01:23+00:00	Shipped	Amazon	Amazon.ae		NextDay	Kingston NV3 NVMe PCIe 4.0 Internal SSD 1TB M.2 2280-SNV3S/1000G	SNV3S/1000G	B0DBR3DZWG	Shipped	1	AED	184.0								Ajman			AE	
402-1268517-6833962	402-1268517-6833962	2025-01-27T16:06:11+00:00	2025-01-28T20:35:26+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 512GB Ultra Drive Dual Go USB Type-C Flash Drive, Black - SDDDC3-512G-G46	SDDDC3-512G-G46	B0859NR7KY	Shipped	1	AED	146.0		5.0					5.0	Dubai			AE	
404-2072638-6203555	404-2072638-6203555	2025-01-28T17:38:07+00:00	2025-01-28T20:20:50+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate IronWolf, 4TB, NAS, Internal Hard Drive, CMR 3.5 Inch, SATA, 6GB/s, 5,400 RPM, 256MB Cache, for RAID Network Attached Storage (ST4000VN006)	ST4000VN006-1	B09RMRKC9P	Shipped	2	AED	798.0		2.0					2.0	Dubai			AE	
402-4664917-2048308	402-4664917-2048308	2025-01-28T14:04:51+00:00	2025-01-28T20:18:24+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate IronWolf, 4TB, NAS, Internal Hard Drive, CMR 3.5 Inch, SATA, 6GB/s, 5,400 RPM, 256MB Cache, for RAID Network Attached Storage (ST4000VN006)	ST4000VN006-1	B09RMRKC9P	Shipped	1	AED	399.0		1.5					1.5	Abu Dhabi			AE	
171-1361105-4205969	171-1361105-4205969	2025-01-28T15:47:52+00:00	2025-01-28T20:09:47+00:00	Shipped	Amazon	Amazon.ae		Standard	WD 2TB Elements Portable External Hard Drive USB 3.0 for PC - Black - WDBU6Y0020BBK-WESN	WDBU6Y0020BBK-WESN	B06W55K9N6	Shipped	1	AED	239.0		10.0					10.0	رأس الخيمة			AE	
407-5272313-8465116	407-5272313-8465116	2025-01-27T17:44:32+00:00	2025-01-28T20:05:49+00:00	Shipped	Amazon	Amazon.ae		Standard	Seagate Expansion Portable, 1TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM1000400)	STKM1000400	B08ZJDWTJ1	Shipped	1	AED	185.0		3.33					3.33	Dubai			AE	
171-4162983-2543538	171-4162983-2543538	2025-01-28T05:22:03+00:00	2025-01-28T19:58:08+00:00	Shipped	Amazon	Amazon.ae		Standard	Seagate Expansion Portable, 2TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM2000400)	STKM2000400	B08ZJG6TVT	Shipped	1	AED	243.0		0.83					0.83	Dubai			AE	PAWS-V2-25040697017-91
171-9213879-0409954	171-9213879-0409954	2025-01-28T14:41:43+00:00	2025-01-28T19:49:24+00:00	Shipped	Amazon	Amazon.ae		NextDay	Samsung MZ-V7S1T0BW 970 EVO Plus NVMe M.2 SSD, 1TB	MZ-V7S1T0BW-1	B07MBQPQ62	Shipped	1	AED	369.0								Ajman			AE	
406-2740060-6185947	406-2740060-6185947	2025-01-27T21:37:35+00:00	2025-01-28T19:34:55+00:00	Shipped	Amazon	Amazon.ae		NextDay	SanDisk 256GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 256G GN4IN, Black	SDSDXXD-256G-GN4IN	B09X7CFXSX	Shipped	1	AED	117.5								Dubai			AE	
404-7481551-8273966	404-7481551-8273966	2025-01-28T13:24:02+00:00	2025-01-28T19:30:47+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Exos X22 22TB 3.5 Inch Internal SATA 6Gb/s 512E/4K 7200RPM 512MB Cache Enterprise Hard Drive - ST22000NM001E	ST22000NM001E	B0C3B2MVLJ	Shipped	2	AED	3148.0		3.0					3.0	Abu Dhabi			AE	
406-9303134-8105118	406-9303134-8105118	2025-01-28T07:54:40+00:00	2025-01-28T19:24:52+00:00	Cancelled	Amazon	Amazon.ae		NextDay	"Western Digital 500GB WD Blue SA510 SATA Internal Solid State Drive SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s"	WDS500G3B0A-2	B01LWQ9LYV	Cancelled	0										Ras Al Khaimah			AE	
404-7433258-0868324	404-7433258-0868324	2025-01-28T14:55:51+00:00	2025-01-28T19:20:45+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk 256GB Ultra UHS I MicroSD Card 150MB/s R, for Smartphones, 10 Y Warranty - SDSQUAC-256G-GN6MN	SDSQUAC-256G-GN6MN	B0BDYW3RN3	Shipped	1	AED	59.96		1.5						Abu Dhabi			AE	
402-9905523-2180301	402-9905523-2180301	2025-01-28T15:13:11+00:00	2025-01-28T19:20:44+00:00	Shipped	Amazon	Amazon.ae		Standard	Crucial Basics 8GB DDR4 3200MT/s CL22 SODIMM 260-pin 1.2V Laptop Memory	CB8GS3200	B0CWLSP9FG	Shipped	1	AED	62.0		10.0						Abu Dhabi			AE	
402-7446300-0801912	402-7446300-0801912	2025-01-24T19:39:08+00:00	2025-01-28T19:17:58+00:00	Shipped	Amazon	Amazon.ae		Standard	Kingston NV3 NVMe PCIe 4.0 Internal SSD 1TB M.2 2280-SNV3S/1000G	SNV3S/1000G	B0DBR3DZWG	Shipped	1	AED	184.0		1.25					1.25	Sharjah			AE	PAWS-V2-25040697017-91
402-5515750-6775505	402-5515750-6775505	2025-01-28T13:52:54+00:00	2025-01-28T19:12:05+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk 256GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 256G GN4IN, Black	SDSDXXD-256G-GN4IN	B09X7CFXSX	Shipped	1	AED	117.5		0.3					0.3	Dubai			AE	
404-0786442-2267515	404-0786442-2267515	2025-01-28T14:39:04+00:00	2025-01-28T19:06:27+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk 256GB Ultra UHS I MicroSD Card 150MB/s R, for Smartphones, 10 Y Warranty - SDSQUAC-256G-GN6MN	SDSQUAC-256G-GN6MN	B0BDYW3RN3	Shipped	1	AED	59.96		1.0					1.0	Dubai			AE	
171-8854840-6405959	171-8854840-6405959	2025-01-28T13:35:12+00:00	2025-01-28T18:46:40+00:00	Shipped	Amazon	Amazon.ae		NextDay	SanDisk 256GB Ultra UHS I MicroSD Card 150MB/s R, for Smartphones, 10 Y Warranty - SDSQUAC-256G-GN6MN	SDSQUAC-256G-GN6MN	B0BDYW3RN3	Shipped	1	AED	59.96								العين			AE	
408-9510051-9205128	408-9510051-9205128	2025-01-28T11:53:40+00:00	2025-01-28T18:39:40+00:00	Shipped	Amazon	Amazon.ae		Expedited	Lexar Internal NM620 M.2 2280 PCIe Gen3x4 NVMe Solid State Drive, Capacity 1TB	LNM620X001T-RNNNG	B08T6C3H24	Shipped	1	AED	180.15		0.5					0.5	Sharjah			AE	
408-9546589-4727540	408-9546589-4727540	2025-01-28T14:21:52+00:00	2025-01-28T18:32:46+00:00	Shipped	Amazon	Amazon.ae		Expedited	Kingston FURY Beast RGB 16GB 3600MT/s DDR4 CL17 DIMM (Kit of 2) Computer Memory KF436C17BB2AK2/16	KF436C17BB2AK2/16	B0CGLTKJCZ	Shipped	1	AED	224.0		3.0					3.0	Dubai			AE	
402-2880163-0721122	402-2880163-0721122	2025-01-28T15:33:23+00:00	2025-01-28T18:27:42+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk 2TB Extreme PRO Portable SSD - Up to 2000MB/s - USB-C, USB 3.2 Gen 2x2 - External Solid State Drive - SDSSDE81-2T00-G25	SDSSDE81-2T00-G25	B08GV4YYV7	Shipped	1	AED	695.0		3.0					3.0	Dubai			AE	
402-2334255-2389940	402-2334255-2389940	2025-01-28T13:40:22+00:00	2025-01-28T18:07:52+00:00	Shipped	Amazon	Amazon.ae		Expedited	Sandisk 1Tb Extreme Pro Portable Ssd - Up To 2000Mb/S - Usb-C, Usb 3.2 Gen 2X2 - External Solid State Drive - Sdssde81-1T00-G25	SDSSDE81-1T00-G25	B08GV9M64L	Shipped	1	AED	445.0		0.27					0.27	Abu Dhabi			AE	
403-3362645-5351549	403-3362645-5351549	2025-01-28T15:04:11+00:00	2025-01-28T18:00:48+00:00	Shipped	Amazon	Amazon.ae		NextDay	Seagate Expansion Portable, 2TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM2000400)	STKM2000400	B08ZJG6TVT	Shipped	1	AED	243.0								Ras Al Khaimah			AE	
407-3730560-5700316	407-3730560-5700316	2025-01-28T12:37:51+00:00	2025-01-28T17:59:28+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk 1TB Extreme Pro microSD UHS I Card for 4K Video on Smartphones, Action Cams & Drones 200MB/s Read, 140MB/s Write, SDSQXCD 1T00 GN6MA, Red/Blac	SDSQXCD-1T00-GN6MA	B09X7CFLDF	Shipped	1	AED	378.0		1.5					1.5	Abu Dhabi			AE	
407-3039058-3146748	407-3039058-3146748	2025-01-28T12:10:07+00:00	2025-01-28T17:57:29+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Portable, 2TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM2000400)	STKM2000400	B08ZJG6TVT	Shipped	1	AED	243.0		1.0					1.0	Dubai			AE	
404-8752690-7246758	404-8752690-7246758	2025-01-28T14:22:14+00:00	2025-01-28T17:54:29+00:00	Shipped	Amazon	Amazon.ae		Standard	Seagate Expansion Portable, 2TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM2000400)	STKM2000400	B08ZJG6TVT	Shipped	1	AED	243.0		10.0					10.0	Dubai			AE	
405-4723087-0054757	405-4723087-0054757	2025-01-28T13:55:18+00:00	2025-01-28T17:54:27+00:00	Shipped	Amazon	Amazon.ae		Expedited	Western Digital 10TB WD Purple Pro Smart Video Hard Drive with AllFrame Technology	WD102PURP	B0DF9KSWYD	Shipped	1	AED	999.0		3.0					3.0	Dubai			AE	
171-5168741-4493158	171-5168741-4493158	2025-01-28T09:46:22+00:00	2025-01-28T17:51:49+00:00	Shipped	Amazon	Amazon.ae		Standard	Kingston NV3 NVMe PCIe 4.0 Internal SSD 1TB M.2 2280-SNV3S/1000G	SNV3S/1000G	B0DBR3DZWG	Shipped	1	AED	184.0		5.0					5.0	Dubai			AE	PAWS-V2-25040697017-91
171-5909761-9387542	171-5909761-9387542	2025-01-28T15:28:00+00:00	2025-01-28T17:47:24+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Portable, 2TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM2000400)	STKM2000400	B08ZJG6TVT	Shipped	1	AED	243.0		3.0					3.0	Dubai			AE	
406-3717311-9598734	406-3717311-9598734	2025-01-28T12:24:27+00:00	2025-01-28T17:44:29+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Portable, 5TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM5000400)	STKM5000400	B08ZJFYB9J	Shipped	1	AED	479.0		1.0					1.0	Sharjah			AE	
402-0429618-5556310	402-0429618-5556310	2025-01-28T12:17:50+00:00	2025-01-28T17:43:49+00:00	Shipped	Amazon	Amazon.ae		Standard	WD 5TB My Passport Portable External Hard Drive, Black - WDBPKJ0050BBK-WESN	WDBPKJ0050BBK-WESN	B07VP5X239	Shipped	1	AED	444.0		3.33					3.33	Dubai			AE	PAWS-V2-25040697017-91
171-7488378-3939546	171-7488378-3939546	2025-01-28T14:26:37+00:00	2025-01-28T17:41:49+00:00	Shipped	Amazon	Amazon.ae		Expedited	Kingston NV2 NVMe PCIe 4.0 Internal SSD 2TB M.2 2280 -SNV2S/2000G	SNV2S/2000G	B0BDTC589G	Shipped	1	AED	354.0		0.5					0.5	Ajman			AE	
171-7623803-5085137	171-7623803-5085137	2025-01-28T11:57:09+00:00	2025-01-28T17:37:31+00:00	Shipped	Amazon	Amazon.ae		Expedited	Lexar SL500 External SSD 1TB, USB3.2 Gen2x2 Portable SSD, PSSD up to 2000MB/s Read, 1800MB/s Write, External Solid State Drive with Metal Design, Data	LSL500X001T-RNBNG	B0CSYSSP3W	Shipped	1	AED	297.0		0.5					0.5	Dubai			AE	
404-6829281-5373968	404-6829281-5373968	2025-01-28T10:07:16+00:00	2025-01-28T17:37:26+00:00	Shipped	Amazon	Amazon.ae		NextDay	SanDisk 1TB Extreme Portable SSD Up to 1050MB/s USB C, USB 3.2 Gen 2 External Solid State Drive SDSSDE61 1T00 G25, Blue, SanDisk Extreme Portable SSD,	SDSSDE61-1T00-G25	B08GTYFC37	Shipped	1	AED	348.0		4.66						Abu Dhabi			AE	
404-0234149-6871557	404-0234149-6871557	2025-01-28T09:16:59+00:00	2025-01-28T17:26:57+00:00	Shipped	Amazon	Amazon.ae		Expedited	"Lexar NS100 2TB 2.5"" SATA III Internal SSD, Up to 550MB/s Read (LNS100-2TRB)"	LNS100-2TRB-3	B0BJ7MTT8M	Shipped	1	AED	349.0		3.0					3.0	Dubai			AE	
403-6031845-1088362	403-6031845-1088362	2025-01-28T08:25:28+00:00	2025-01-28T17:25:27+00:00	Shipped	Amazon	Amazon.ae		Expedited	Western Digital 1TB WD Blue SN580 NVMe Internal Solid State Drive SSD - Gen4 x4 PCIe 16Gb/s, M.2 2280, Up to 4,150 MB/s - WDS100T3B0E	WDS100T3B0E	B0C8XMH264	Shipped	1	AED	219.8		0.75					0.75	Ajman			AE	
406-9228404-6803505	406-9228404-6803505	2025-01-28T14:09:51+00:00	2025-01-28T17:25:22+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk 1TB Extreme Portable SSD Up to 1050MB/s USB C, USB 3.2 Gen 2 External Solid State Drive SDSSDE61 1T00 G25, Blue, SanDisk Extreme Portable SSD,	SDSSDE61-1T00-G25	B08GTYFC37	Shipped	1	AED	348.0		3.0					3.0	Sharjah			AE	
402-4560038-4062723	402-4560038-4062723	2025-01-28T15:08:07+00:00	2025-01-28T17:24:48+00:00	Shipped	Amazon	Amazon.ae		Expedited	KIOXIA TransMemory U366 USB Flash Drive 128GB 3.2 USB File Transfer on PC/MAC, Metal	LU366S128GG4	B09J3WH448	Shipped	1	AED	55.0		1.5					1.5	Dubai			AE	
404-6016560-4210719	404-6016560-4210719	2025-01-28T08:59:01+00:00	2025-01-28T17:22:49+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Portable, 1TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM1000400)	STKM1000400	B08ZJDWTJ1	Shipped	1	AED	185.0		1.5					1.5	Abu Dhabi			AE	
402-8244824-2981111	402-8244824-2981111	2025-01-28T12:31:12+00:00	2025-01-28T17:20:24+00:00	Shipped	Amazon	Amazon.ae		Expedited	Kingston Canvas Select Plus microSDXC Karta pamici 128 GB A1 Class 10 UHSI U1 V10 100 MBs z adapterem	SDCS2/128GB	B07YGZ7JD5	Shipped	1	AED	39.0		1.5					1.5	Ajman			AE	
408-1950369-8973122	408-1950369-8973122	2025-01-28T07:51:12+00:00	2025-01-28T17:12:28+00:00	Shipped	Amazon	Amazon.ae		NextDay	Seagate Expansion Portable, 1TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM1000400)	STKM1000400	B08ZJDWTJ1	Shipped	1	AED	185.0								Dubai			AE	
408-1950369-8973122	408-1950369-8973122	2025-01-28T07:51:12+00:00	2025-01-28T17:12:28+00:00	Shipped	Amazon	Amazon.ae		NextDay	Seagate Expansion Portable, 2TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM2000400)	STKM2000400	B08ZJG6TVT	Shipped	1	AED	243.0								Dubai			AE	
407-4557846-0096358	407-4557846-0096358	2025-01-28T07:41:59+00:00	2025-01-28T17:07:48+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 256GB Ultra UHS I MicroSD Card 150MB/s R, for Smartphones, 10 Y Warranty - SDSQUAC-256G-GN6MN	SDSQUAC-256G-GN6MN	B0BDYW3RN3	Shipped	1	AED	59.96		10.0					10.0	Dubai			AE	
404-6872245-4826750	404-6872245-4826750	2025-01-28T10:59:53+00:00	2025-01-28T17:07:47+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 256GB Ultra UHS I MicroSD Card 150MB/s R, for Smartphones, 10 Y Warranty - SDSQUAC-256G-GN6MN	SDSQUAC-256G-GN6MN	B0BDYW3RN3	Shipped	1	AED	59.96		10.0						Fujairah			AE	
403-8574849-2471553	403-8574849-2471553	2025-01-28T11:16:40+00:00	2025-01-28T16:57:23+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Desktop 8TB External Hard Drive, for Desktop and Laptop, Black -STKP8000400	STKP8000400-1	B092R5KTT7	Shipped	1	AED	614.0		3.0					3.0	Dubai			AE	
408-4048836-0289914	408-4048836-0289914	2025-01-28T10:24:48+00:00	2025-01-28T16:54:25+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate STKP16000400 Expansion Desktop Hard Drive, 16TB,Black	STKP16000400	B093BWYJ9Q	Shipped	1	AED	1060.0		3.0					3.0	Abu Dhabi			AE	
403-5462221-8081130	403-5462221-8081130	2025-01-28T12:10:53+00:00	2025-01-28T16:50:49+00:00	Shipped	Amazon	Amazon.ae		NextDay	"Western Digital 500GB WD Blue SA510 SATA Internal Solid State Drive SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s"	WDS500G3B0A-2	B01LWQ9LYV	Shipped	1	AED	149.0								Ras Al Khaimah			AE	
405-8158794-0614749	405-8158794-0614749	2025-01-28T10:27:06+00:00	2025-01-28T16:50:48+00:00	Shipped	Amazon	Amazon.ae		Expedited	Kingston Technology FURY Renegade M.2 2000 GB PCI Express 4.0 3D TLC NVMe	SFYRD/2000G	B09K36S11S	Shipped	1	AED	510.0		3.0					3.0	Abu Dhabi			AE	
403-8163924-0642700	403-8163924-0642700	2025-01-28T16:11:38+00:00	2025-01-28T16:44:51+00:00	Cancelled	Amazon	Amazon.ae		NextDay	Samsung 2TB 990 PRO with Heatsink PCIe Gen4 NVMe M.2 2280 Up to 7450 MB/s, 6900 MB/s	MZ-V9P2T0GW	B0BWNRPN59	Cancelled	0										Sharjah			AE	
403-8723076-8797149	403-8723076-8797149	2025-01-28T16:14:34+00:00	2025-01-28T16:30:52+00:00	Cancelled	Amazon	Amazon.ae		Standard	Samsung 2TB 990 PRO with Heatsink PCIe Gen4 NVMe M.2 2280 Up to 7450 MB/s, 6900 MB/s	MZ-V9P2T0GW	B0BWNRPN59	Cancelled	0										Sharjah			AE	
